product_id,sentiment_value,1,2,3,4,5,total_ratings,score
7084440917,0.7768526228143214,218,155,523,1432,3677,6005,0.7768526228143214
5033369736,0.9074,125,44,287,1008,3536,5000,0.7554864567716142
4749287511,0.9520652728199898,29,8,57,303,1564,1961,0.31069396459342996
2707980656,0.9099549774887443,55,18,118,426,1382,1999,0.3027119923446647
2492731906,0.9014507253626813,20,18,98,363,1500,1999,0.2998829083040604
2266238579,0.8544152744630071,93,42,144,470,1346,2095,0.29789957845261933
1523990920,0.8772365805168986,41,36,145,496,1294,2012,0.29372739077777216
4961087206,0.8479239619809905,85,21,124,500,1269,1999,0.28207632051908016
8749250817,0.8204740292486132,123,41,116,405,1298,1983,0.2707577964253711
1110142968,0.7888167748377434,107,34,133,504,1225,2003,0.2629389249459144
2987355840,0.8261344997266266,78,25,91,377,1258,1829,0.25143223904723416
2035203725,0.8662420382165605,51,21,81,385,1189,1727,0.248920125924299
5259290119,0.7313060817547358,172,45,116,427,1246,2006,0.24413416422396975
9896799911,0.8112994350282486,66,49,175,445,1035,1770,0.2389434284740869
1298361087,0.6426303854875284,204,60,156,562,1223,2205,0.23583453926853656
0152793086,0.7782122905027933,105,47,182,410,1046,1790,0.23179136688638918
3970848949,0.7521367521367521,127,37,110,471,1010,1755,0.21963946801528011
6930057074,0.8022457891453525,75,24,101,375,1028,1603,0.2139589386009844
7572937300,0.8262273901808785,44,9,104,348,1043,1548,0.21278486510405437
9134020477,0.608304152076038,226,89,171,459,1054,1999,0.202362717257346
3276934565,0.6455624646693047,151,77,220,458,863,1769,0.19002313427797124
5790598290,0.5886109632783395,263,80,169,461,906,1879,0.18404510712534453
9235265066,0.8025241276911655,51,48,145,368,735,1347,0.17980925399710437
5629545781,0.6679035250463822,212,38,138,307,922,1617,0.1796875217307858
2527900369,0.6820480404551201,150,53,136,364,879,1582,0.17951622587357816
6700355190,0.7217453505007153,107,54,144,293,800,1398,0.1678421638012658
2932444969,0.9231473010064044,22,14,45,256,756,1093,0.16777506336798056
9589393069,0.6034897713598074,221,64,118,298,961,1662,0.16688206237835757
2084753020,0.7690513219284604,60,62,127,326,711,1286,0.16449473552492805
0511644414,0.8158333333333333,56,11,51,234,848,1200,0.16281331556444
3254842450,0.5410654827968924,210,68,122,350,1052,1802,0.16223852557627957
3375849634,0.461,397,111,233,341,918,2000,0.15343628185907046
4208873058,0.8714555765595463,21,7,50,204,776,1058,0.15329953170862584
9926591370,0.8820709491850431,26,10,28,141,838,1043,0.15296282826947025
5977404441,0.841796875,25,21,95,239,644,1024,0.1433144105030818
9174837032,0.9288888888888889,15,6,52,204,623,900,0.13895422659040849
8570415113,0.5411997363216875,214,90,201,305,707,1517,0.13658464110067575
2677946358,0.7316636851520573,81,33,143,289,572,1118,0.13602143472092218
0222860349,0.652315190901706,130,35,77,224,765,1231,0.13354912037617803
6300874711,0.8101135190918473,68,16,71,199,615,969,0.13049804647040086
2245555107,0.6483516483516484,106,50,114,290,623,1183,0.12755343939751734
9552862048,0.7858672376873662,64,16,49,204,601,934,0.12201037240123692
4511904328,0.900990099009901,14,15,58,145,576,808,0.12097251704180913
3550465393,0.6609090909090909,111,45,127,220,597,1100,0.12088592067602563
5617975490,0.6498194945848376,117,44,100,267,580,1108,0.1197235317359371
8773262738,0.8216867469879519,31,34,86,209,470,830,0.11333610303282095
6357552884,0.8896276595744681,14,5,11,72,650,752,0.11114788350505599
8192873350,0.6632653061224489,110,28,55,239,548,980,0.10805821579006415
2106369652,0.6627282491944146,85,28,93,209,516,931,0.10256114334526258
6151039242,0.3593099345627603,400,92,204,245,740,1681,0.10049664836429693
9904452243,0.8637015781922525,27,3,34,162,471,697,0.09999543508972437
2183863932,0.658157602663707,94,39,90,210,468,901,0.09856466513321216
4808802727,0.7128205128205128,70,24,67,198,421,780,0.09238286839486239
6671996304,0.6095132743362832,105,31,79,194,495,904,0.09158437005685947
7467384544,0.6791979949874687,75,19,58,146,500,798,0.09006190305014578
0689103580,0.8092307692307692,30,17,53,145,405,650,0.08735324645369623
7268963423,0.7507246376811594,59,21,55,106,449,690,0.08604007175156382
9143049498,0.8684654300168634,10,4,70,126,383,593,0.08550109430950628
8025649028,0.8533333333333334,18,8,50,136,388,600,0.08500638569604087
3522867501,0.7905844155844156,35,13,33,136,399,616,0.08086270717455125
1016568590,0.7256371814092953,37,18,44,165,403,667,0.08038459530854264
5401346338,0.6944858420268256,71,18,43,139,400,671,0.07739647314941635
9639938201,0.7221350078492935,32,9,50,121,425,637,0.07638776111682516
1011516795,0.9143426294820717,11,7,33,101,350,502,0.07615714055322936
1780689197,0.5344418052256532,161,14,87,178,402,842,0.07478446050134079
0582729244,0.6627393225331369,67,21,78,178,335,679,0.07474171603447172
7466620523,0.7603448275862069,50,4,18,96,412,580,0.07320994675076255
2878206081,0.811214953271028,22,15,60,116,322,535,0.07202691489146391
3484426709,0.8681541582150102,7,3,61,105,317,493,0.07100844439173247
6206952113,0.42342342342342343,223,47,112,108,509,999,0.07032369701035368
5884395087,0.5842857142857143,91,17,50,145,397,700,0.06793793579400777
3136050621,0.7195767195767195,55,10,26,136,340,567,0.06772627795449718
6314155884,0.6457326892109501,93,12,24,137,355,621,0.06658479670524373
4761413478,0.8851351351351351,20,8,27,91,298,444,0.06517236877056967
8498386461,0.778,34,9,22,69,366,500,0.06454172913543228
2677514294,0.8976744186046511,12,6,40,88,284,430,0.06400210747339509
8593581989,0.6386986301369864,48,16,40,141,339,584,0.061922805720427465
6996765609,0.6078431372549019,84,18,56,88,366,612,0.061766502369730164
9381740104,0.5553892215568862,99,21,53,107,388,668,0.06161739489536668
7438217426,0.5366568914956011,97,37,44,152,352,682,0.06079071900999646
1465121928,0.7510460251046025,36,12,35,139,256,478,0.059553208054271334
5622176481,0.7051792828685259,43,14,63,103,279,502,0.05873557245281742
3945144406,0.8796992481203008,9,7,26,94,263,399,0.0581776780782541
2016364662,0.8009153318077803,25,4,21,112,275,437,0.05803734288462176
7456805088,0.43625,162,36,56,148,398,800,0.05799225387306347
8807521157,0.8663239074550129,12,5,21,99,252,389,0.05584996704732467
1311031514,0.8882978723404256,16,2,22,109,227,376,0.05534289592792257
0526377570,0.83,18,10,33,68,271,400,0.055029152090621355
5515852246,0.8358585858585859,20,4,11,55,306,396,0.05486061682963232
7093148458,0.6832298136645962,38,8,35,123,279,483,0.05474488428663515
6150841367,0.727906976744186,26,15,39,101,249,430,0.05189808196676856
5589672451,0.8,20,6,25,71,268,390,0.05170747959353657
8513515878,0.8638888888888889,13,2,16,73,256,360,0.05151961056508783
6482683709,0.775,26,8,19,49,298,400,0.05138264201232717
2182761528,0.7368421052631579,29,8,20,91,270,418,0.05106218820414354
5855478893,0.85,9,12,30,92,217,360,0.05069132100616358
9967131222,0.5948616600790514,68,20,40,121,257,506,0.04994340774276893
7144667296,0.3389830508474576,188,49,87,134,427,885,0.0498620746124113
6040129711,0.592,72,19,31,113,265,500,0.049111444277861065
2310523629,0.7851458885941645,18,5,16,88,250,377,0.049047094489890336
5561014837,0.5748031496062992,104,8,20,77,299,508,0.04845084019669955
1979186822,0.6165254237288136,70,22,46,94,240,472,0.048270356347250104
9096094733,0.6889952153110048,45,15,29,96,233,418,0.047746461697380976
3058619333,0.6721311475409836,38,9,33,107,240,427,0.04758549686905181
6377069504,0.42660550458715596,139,45,87,100,283,654,0.04633463084971275
3233848980,0.6441860465116279,53,8,21,116,232,430,0.04592897349774726
5591000048,0.5986984815618221,66,15,28,75,277,461,0.045777545066945924
8133441851,0.7425474254742548,26,6,19,90,228,369,0.045396452631859326
3393079884,0.7679083094555874,26,6,38,82,197,349,0.044388502978692124
5675967901,0.5849889624724062,58,13,44,110,228,453,0.04394969549809348
2909764884,0.7614942528735632,26,8,23,64,227,348,0.043890889804140076
6229978324,0.655,46,16,39,75,224,400,0.04342662002332168
7983597878,0.547568710359408,64,33,59,98,219,473,0.042962662431997534
3944722282,0.6379310344827587,41,16,30,98,221,406,0.04293255671015067
8374237747,0.7626112759643917,24,9,17,79,208,337,0.042557850649353864
7258066216,0.8614864864864865,20,4,14,72,186,296,0.042191741966854414
2093266070,0.6435897435897436,44,15,29,115,187,390,0.04159800441659513
8843756132,0.7296511627906976,25,8,20,80,211,344,0.04156933161326313
2724278264,0.8333333333333334,12,7,19,63,199,300,0.041368204786495645
8085004717,0.8266666666666667,15,5,29,79,172,300,0.04103725914820368
8039823060,0.8233333333333334,25,1,6,19,249,300,0.0408717863290577
7826860915,0.8065573770491803,14,3,11,75,202,305,0.04071079214491115
5036880014,0.8448275862068966,13,5,27,58,187,290,0.04053145840872667
7329875107,0.8133333333333334,15,10,16,48,211,300,0.04037536787161975
8511140287,0.585956416464891,48,21,51,81,212,413,0.04011795555007001
4403789465,0.8175675675675675,17,5,21,68,185,296,0.04004079041560301
5299663243,0.8033333333333333,17,4,21,65,193,300,0.039878949414181804
1745407609,0.8310344827586207,6,4,39,80,161,290,0.03986972031225766
3055641494,0.7866666666666666,20,5,33,51,191,300,0.03905158531845188
5011759824,0.8472727272727273,13,7,32,70,153,275,0.038531643269274454
7323876477,0.5948717948717949,41,27,23,97,202,390,0.03844915149262975
6031312383,0.6270270270270271,33,21,50,82,184,370,0.03843843843843844
7308983032,0.5615763546798029,57,23,38,94,194,406,0.03779391092631024
0873944256,0.3929824561403509,118,33,73,110,236,570,0.037183747307632735
8373815586,0.36666666666666664,162,28,31,107,272,600,0.036526181353767555
7172021344,0.754325259515571,27,8,35,52,167,289,0.03606385965033631
3157699461,0.7003257328990228,38,9,24,55,181,307,0.0355821003721809
8383327046,0.6815286624203821,29,11,22,45,207,314,0.03542177955608183
1469277014,0.8473895582329317,10,2,7,21,209,249,0.034866770095541254
8553125908,0.7,32,11,29,51,177,300,0.03474929202065634
7064700245,0.8936170212765957,8,3,11,48,165,235,0.03468478526694099
7678011763,0.39433962264150946,111,28,69,92,230,530,0.034684544520192734
7939504322,0.5897435897435898,50,9,39,65,188,351,0.034286275665586015
2937961880,0.69,25,12,40,68,155,300,0.03425287356321839
1993005163,0.828,4,0,18,50,178,250,0.03420689655172413
9165178667,0.68,37,11,15,77,160,300,0.033756455105780445
8632261124,0.85,10,6,6,56,162,240,0.033699816758287524
8589853017,0.3794392523364486,117,28,61,82,247,535,0.03369000857826538
8388948086,0.4879807692307692,56,32,50,103,175,416,0.03365384615384615
9407826356,0.47754137115839246,66,27,21,135,174,423,0.033490740839194275
5317931936,0.67,32,9,18,70,171,300,0.0332600366483425
9626848441,0.8403361344537815,10,4,12,50,162,238,0.033036702937046886
2227611225,0.7786561264822134,11,9,28,65,140,253,0.032557502539902645
2458461686,0.98,1,1,2,16,180,200,0.032323838080959524
2859237157,0.7384615384615385,24,6,23,45,162,260,0.03173797716526352
6771334877,0.3804780876494024,135,18,28,62,259,502,0.0316906619731303
4349905478,0.6725352112676056,34,7,26,72,145,284,0.03159335825045224
9919625955,0.8008474576271186,16,2,33,55,130,236,0.031217442126394428
5761693532,0.3900414937759336,114,28,58,90,192,482,0.03118772563925506
2769355292,0.5529411764705883,66,4,10,48,212,340,0.03113345288140244
4357085477,0.7800829875518672,12,1,17,65,146,241,0.031057776782424832
3048961177,0.8703703703703703,6,0,10,44,156,216,0.031027696028528947
5178179359,0.935,2,2,6,23,167,200,0.030839580209895055
3207771633,0.6902985074626866,19,10,13,68,158,268,0.030587939860915316
5730710288,0.8409090909090909,19,4,14,43,140,220,0.03053776142231914
3210813342,0.925,3,4,9,35,149,200,0.030509745127436285
4930149915,0.91,4,2,8,47,139,200,0.030014992503748127
8437248576,0.6617100371747212,29,14,34,57,135,269,0.029431380963793198
8730149570,0.5636942675159236,31,23,26,76,158,314,0.029297453184235905
4054114789,0.7213114754098361,10,10,6,44,174,244,0.02907835699636521
6279894587,0.7489361702127659,14,11,28,46,136,235,0.029069153366579118
6472288104,0.46174142480211083,77,17,22,70,193,379,0.02899825373153353
9170005821,0.6205673758865248,51,9,18,55,149,282,0.02894533820560169
4039787195,0.6444444444444445,42,9,25,54,140,270,0.028770799785292542
9049487430,0.87,7,2,13,38,140,200,0.028695652173913046
5256358403,0.87,7,2,13,38,140,200,0.028695652173913046
9085198515,0.5844594594594594,41,10,33,76,136,296,0.02862420141280711
4346473389,0.6431226765799256,29,14,34,57,135,269,0.02860465677941698
7629625918,0.865,13,0,14,29,144,200,0.02853073463268366
1443105618,0.8693467336683417,5,6,9,33,146,199,0.02852928644555444
3287710992,0.7413793103448276,20,5,25,41,141,232,0.028405337561104506
0302380075,0.6286764705882353,39,8,7,35,183,272,0.02827630302495811
7903373491,0.6356877323420075,29,14,34,57,135,269,0.0282739671056665
2685159255,0.6653696498054474,22,1,16,59,159,257,0.028264078077692673
4924809850,0.855,10,4,13,42,131,200,0.028200899550224888
6314291662,0.5666666666666667,30,20,24,73,153,300,0.028130379254817036
8064699597,0.85,4,3,23,38,132,200,0.028035982008995503
8587479257,0.83,13,6,7,45,129,200,0.02737631184407796
8140561325,0.5466666666666666,31,22,24,73,150,300,0.027137542339941142
7622053240,0.7068965517241379,25,6,15,61,125,232,0.02708415906989034
6623963574,0.8817204301075269,4,5,21,28,128,186,0.027025913566514233
6284894632,0.5955882352941176,36,8,20,52,156,272,0.026788076549960314
4570391598,0.9470588235294117,1,3,7,41,118,170,0.026504394861392833
4394381737,0.8,12,3,11,27,147,200,0.026386806596701652
8573017194,0.785,23,1,6,37,133,200,0.025892053973013494
1888209743,0.785,10,4,11,31,144,200,0.025892053973013494
9616975882,0.78,9,2,10,49,130,200,0.02572713643178411
2764859252,0.5344827586206896,43,15,13,47,172,290,0.025642351238174012
8538630230,0.775,14,4,13,35,134,200,0.025562218890554725
7490303916,0.77,12,4,8,46,130,200,0.02539730134932534
9421405743,0.5503597122302158,56,7,11,46,158,278,0.02530389481518234
2658970915,0.6909090909090909,14,14,15,49,128,220,0.025090485060500052
6110379877,0.5033333333333333,33,15,15,44,193,300,0.024986395691043366
3985946917,0.755,11,4,17,48,120,200,0.024902548725637182
7674259915,0.75,8,6,10,38,138,200,0.024737631184407798
6238528976,0.6952380952380952,18,10,25,42,115,210,0.02408954253032214
6038325771,0.8248587570621468,9,1,8,24,135,177,0.02404635723569477
2709798689,0.46325878594249204,56,11,18,46,182,313,0.024000246947878567
4075622794,0.72,20,4,15,39,122,200,0.023748125937031486
2813129719,0.72,17,12,20,49,102,200,0.023748125937031486
1355954531,0.7222222222222222,20,4,24,50,100,198,0.023580802191496844
3107609589,0.7121212121212122,16,7,13,57,105,198,0.023251000762245143
2324574927,0.7,20,8,15,44,113,200,0.023088455772113943
3542820423,0.46,65,10,29,51,145,300,0.022835249042145598
7088304169,0.69,16,12,23,51,98,200,0.022758620689655173
4159194776,0.6884422110552764,19,9,27,45,99,199,0.02259255631815583
1578351052,0.37815126050420167,79,21,29,72,156,357,0.022362768195734063
8402612135,0.5152671755725191,41,5,21,58,137,262,0.02231708573194319
8085738168,0.675,17,6,21,39,117,200,0.02226386806596702
2672796153,0.5056603773584906,40,9,17,47,152,265,0.022153703022702486
7096823929,0.8580645161290322,3,1,12,26,113,155,0.021869710306137255
7939485914,0.7415730337078652,20,4,7,43,104,178,0.02174193801975417
3942715813,0.8148148148148148,10,2,8,29,113,162,0.021717536293581603
7107853753,0.868421052631579,4,3,11,37,97,152,0.021699676477550698
3426831090,0.655,27,6,23,35,109,200,0.021604197901049477
0497169286,0.6649746192893401,22,4,15,28,128,197,0.021600874689558774
6004856009,0.7081081081081081,24,4,19,33,105,185,0.021586504045274662
6688342318,0.43333333333333335,66,9,15,43,167,300,0.021511466488977737
3445348395,0.52,39,10,18,47,136,250,0.021482592037314677
8265239832,0.65,23,9,22,36,110,200,0.021439280359820092
6340390364,0.645,34,4,6,34,122,200,0.021274362818590707
7452441469,0.645,26,5,18,33,118,200,0.021274362818590707
4546119659,0.6789473684210526,14,5,17,37,117,190,0.02126305268418422
5873547407,0.7413793103448276,18,0,18,57,81,174,0.02124225243699989
9552945768,0.9626865671641791,0,1,4,17,112,134,0.02116852021750319
7255695750,0.735632183908046,23,2,15,27,107,174,0.021077583813457257
8304108977,0.7470588235294118,7,9,8,32,114,170,0.020907193462092483
5061959149,0.6237623762376238,22,6,30,47,97,202,0.020781688363738924
0170614202,0.63,22,4,18,27,129,200,0.02077961019490255
6996116155,0.48828125,50,9,25,36,136,256,0.020660242795269033
8094001427,0.78125,9,8,22,42,79,160,0.02056263534899217
8202210651,0.8802816901408451,3,2,14,31,92,142,0.020529641282645065
3999078893,0.62,33,7,19,31,110,200,0.02044977511244378
5481177792,0.6739130434782609,15,5,19,48,97,184,0.020431813078967763
1765708794,0.492,47,9,15,49,130,250,0.02032583708145927
5499628429,0.82,4,4,8,34,100,150,0.02021655838747293
7988884741,0.61,24,13,26,41,96,200,0.020119940029985007
3067413593,0.6421052631578947,25,5,7,36,117,190,0.02010924362380213
0593241153,0.7908496732026143,7,1,9,48,88,153,0.019893103557153884
0639112122,0.852112676056338,5,2,9,23,103,142,0.01987269276160042
3199489046,0.6,26,11,13,20,130,200,0.019790104947526237
3573781378,0.6,35,2,20,47,96,200,0.019790104947526237
8677505686,0.8695652173913043,6,3,11,35,83,138,0.019700294780146156
1227378180,0.3730407523510972,71,23,40,39,146,319,0.019699136847459237
2388280398,0.8040540540540541,13,2,5,20,108,148,0.019555537546542046
4094312356,0.6742857142857143,24,5,19,26,101,175,0.019432188667570977
4144191075,0.585,29,5,24,53,89,200,0.01929535232383808
2975369038,0.6802325581395349,24,6,24,39,79,172,0.01926362400195251
8802066445,0.5132743362831859,30,20,30,50,96,226,0.019152665555128044
3769677551,0.575,28,6,21,38,107,200,0.01896551724137931
0198580325,0.4956521739130435,32,9,16,29,144,230,0.01882536992373379
1735522859,0.7916666666666666,9,2,10,34,89,144,0.01872674773724249
6672498064,0.5628140703517588,30,7,11,31,120,199,0.018469827063017905
5670839678,0.7516778523489933,7,9,14,31,88,149,0.018406903930585045
0423850980,0.9572649572649573,3,1,0,2,111,117,0.018338409143006842
5908947968,0.36666666666666664,77,16,17,65,125,300,0.018202010106058084
8756981822,0.55,25,12,30,37,96,200,0.018140929535232386
3382734479,0.5729166666666666,30,10,25,37,90,192,0.01813329446387917
4950239094,0.6010928961748634,26,8,33,35,81,183,0.018123907081067845
7515962744,0.7482993197278912,8,1,12,44,82,147,0.018074862795359692
6658234213,0.5572916666666666,30,10,25,37,90,192,0.017638750069409737
6165028166,0.7737226277372263,4,1,17,23,92,137,0.017400059094540322
8226071996,0.8833333333333333,3,1,7,28,81,120,0.017363540451996222
3768636774,0.5175879396984925,43,3,31,36,86,199,0.016985644531168253
8300490446,0.7803030303030303,5,5,11,29,82,132,0.01689811659826652
2481700479,0.7923076923076923,10,2,8,19,91,130,0.016894117044042083
5648821282,0.44493392070484583,48,5,13,42,119,227,0.016676683684589425
1606369074,0.6733333333333333,23,3,10,31,83,150,0.016600588594591594
4611695296,0.6578947368421053,15,11,5,43,78,152,0.016439148846629316
7057656508,0.7122302158273381,16,2,9,34,78,139,0.016254462696709198
8829126088,0.49,50,2,18,26,104,200,0.016161919040479762
5048971152,0.5764705882352941,23,9,18,34,86,170,0.01613310991563042
3647979348,0.46190476190476193,33,11,20,38,108,210,0.01600469606466608
9324193182,0.49238578680203043,42,9,15,36,95,197,0.015994540800665657
7875098254,0.8,8,2,4,25,81,120,0.01572547059803432
1574903396,0.96,0,0,7,25,68,100,0.01567216391804098
7791989603,0.96,0,0,1,15,84,100,0.01567216391804098
8783098099,0.96,1,0,3,15,81,100,0.01567216391804098
1158816571,0.475,42,7,25,33,93,200,0.015667166416791604
8112767567,0.5588235294117647,34,4,12,39,81,170,0.01563923920392745
1041468256,0.95,0,0,1,15,84,100,0.015508912210561386
7192457798,0.94,0,1,2,25,72,100,0.015345660503081792
5299358593,0.9690721649484536,0,1,3,28,65,97,0.015335974624371662
1823553727,0.93,2,1,4,11,82,100,0.0151824087956022
